id,name,code,account_type,chart_template_id/id,reconcile
lb_10,رأس المال,10,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_101,رأس المال ( للشركة أو للشخص),101,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10110,رأس المال المكتتب غير المستدعى,10110,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10120,"رأس المال المكتتب، المستدعى وغير المدفوع",10120,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10130,"رأس المال المكتتب، المستدعى والمدفوع",10130,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_102,علاوات اصدار واندماج والمقدمات,102,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10210,علاوات اصدار,10210,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10220,علاوات اندماج,10220,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10230,علاوات المقدمات,10230,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10240,علاوات تحول السندات الى أسھم,10240,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_103,فروقات إعادة التخمين,103,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10310,فروقات إعادة تخمين الأصول الثابتة الغير قابلة للإستھلاك,10310,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10350,فروقات إعادة تخمين الأصول الثابتة القابلة للإستھلاك,10350,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_109,الحساب الشخصي لصاحب المؤسسة,109,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10910,الحساب الشخصي لصاحب المؤسسة,10910,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10920,نتائج سابقة مدورة - أرباح,10920,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_10930,نتائج سابقة مدورة - خسائر,10930,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_11,الإحتياطيات,11,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_111,إحتاطي قانوني,111,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_112,إحتاطيات نظامية وتعاقدية,112,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_119,إحتياطيات أخرى,119,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_12,نتائج سابقة مدورة,12,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_121,نتائج سابقة مدورة دائنة,121,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_12110,نتائج سابقة مدورة - أرباح,12110,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_12120,تعديلات على نتائج سابقة مدورة - أرباح,12120,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_125,نتائج سابقة مدورة مدينة,125,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_12510,نتائج سابقة مدورة - خسائر,12510,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_12520,تعديلات على نتائج سابقة مدورة - خسائر,12520,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_13,النتيجة الصافية للدورة المالية ( ربح أو خسارة),13,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_131,الھامش التجاري القائم,131,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_132,القيمة المضافة,132,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_133,الفائض غير الصافي للإستثمار,133,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_134,نتيجة استثمار ( خارج اعباء والإيرادات المالية),134,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_135,النتيجة الجارية قبل الضريبة,135,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_136,النتيجة خارج الإستثمار,136,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_138,نتيجة الدورة - أرباح,138,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_13811,نتيجة الدورة - أرباح,13811,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_13813,ربح اعادة التخمن,13813,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_139,نتيجة الدورة - خسائر,139,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_14,إعانات للتوظيفات,14,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_141,إعانات التوظيفات المقبوضة,141,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_14111,إعانات للتوظيف من الشركاء,14111,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_145,إعانات للتوظيفات محولة للنتائج,145,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15,مؤونات لمواجھة أخطار وأعباء,15,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_151,مؤونات لمواجھة أخطار,151,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15110,مؤونات للمنازعات والإحتمالات المختلفة,15110,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15120,مؤونات لقاء الضمانات المعطاة للزبائن,15120,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15130,مؤونات خسائر سعر الصرف,15130,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15140,مؤونات خسائر على عقود لأجل,15140,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15150,مؤونات الغرامات والجزاءات,15150,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15180,مؤونات لمواجھة أخطار أخرى غير جائز تنزيلھا ضربيياً,15180,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15190,مؤونات لمواجھة أخطار أخرى جائز تنزيلھا ضريبياً,15190,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_155,مؤونات لمواجھة أعباء,155,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15510,مؤونات الأعباء الواجب توزيعھا على عدة دورات مالية,15510,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15520,مؤونات لمواجھة معاشات التقاعد والموجبات المماثلة,15520,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15530,مؤونات للضرائب,15530,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15540,مؤونة لدفع تعويض صرف من الخدمة,15540,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15550,مؤونة تعويضات طوارئ العمل,15550,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15560,مؤونة لمواجھة خسائر الديون عند إعلان الإفلاس,15560,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15570,مؤونة لمواجھة خسائر الديون المشكوك بتحصيلھا,15570,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_15590,مؤونات لمواجھة أعباء أخرى,15590,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_16,ديون مالية طويلة ومتوسطة الأجل,16,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_161,قروض لقاء سندات دين,161,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_162,قروض من مؤسسات التسيلف,162,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_168,قروض وديون مختلفة,168,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_16810,أوراق دفع ناجمة عن شراء المؤسسة التجارية,16810,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_16820,ودائع وكفالات,16820,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_16830,سلفات الدولة,16830,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_16840,دخل لمدى الحاة,16840,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_16890,ديون أخرى طويلة ومتوسطة الأجل,16890,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_18,حسابات إرتباط المؤسسات والفروع والشركات المشاركة,18,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_181,حسابات إرتباط المؤسسات والفروع والشركات المشاركة,181,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_18110,رصيد مدور,18110,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_18150,حركات الدورة المالية,18150,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_186,الأموال والخدمات المتبادلة بين الفروع ( أعباء),186,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_187,الأموال والخدمات المتبادلة بين الفروع ( إيرادات),187,equity,l10n_lb.lb_chart_template_standard,FALSE
lb_21,الأصول الثابتة الغير مادية,21,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_211,"المؤسسة التجارية ( الخلو، الشھرة، الزبائن ...)",211,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_21110,"المؤسسة التجارية المدفوعة قيمتھا ( الخلو، الشھرة)",21110,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_21120,"المؤسسة التجارية الغير مدفوعة قيمتھا ( الخلو، الشھرة)",21120,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_212,مصاريف التأسيس,212,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_213,مصاريف البحوث والتطوير,213,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_214,براءات الإختراع - الإجازات - العلامات والقيم المماثلة,214,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_219,أصول ثابتة غير مادية أخرى,219,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_21910,أصول ثابتة غير مادية أخرى,21910,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_21980,سلفات ودفعات على حساب تقديم أصول ثابتة غير مادية,21980,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22,الأصول الثابتة المادية,22,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_221,الأراضي,221,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22110,الأراضي الفراغ,22110,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22120,الأراضي المبنية,22120,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22130,"الأراضي برسم استثمار الجوفي (مناجم، مقالع ...)",22130,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22140,إستصلاح وتنظيم الأراضي,22140,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_223,الأبنية,223,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22310,الأبنية,22310,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22320,التجھيزات العامة - إستصح وتنظيم الأبنية,22320,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22330,"إنشاءات البنية التحتية ( سدود، مدارج المطارات ...)",22330,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22340,إنشاءات على أراضي الغير,22340,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_224,"التجھيزات الفنية، والآلات الصناعية",224,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22410,تجھيزات متخصصة,22410,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22420,تجھيزات ذات طبيعة خاصة,22420,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22430,المعدات الصناعية,22430,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22440,الأدوات الصناعية,22440,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_225,آليات النقل,225,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_226,اصول ثابتة مادية اخرى,226,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22610,"تجھيزات عامة، إستصلاحات وتحسينات مختلفة",22610,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22620,أدوات مكتبية ومعلوماتية,22620,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22630,أثاث,22630,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22640,إستثمارات زراعية,22640,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22650,عبوات قابلة لإعادة الإستعمال,22650,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22690,أصول ثابتة مادية أخرى,22690,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_227,أصول ثابتة مادية قيد الصنع,227,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22710,أراضي,22710,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22730,أبنية,22730,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22740,"تجھيزات فنية ، معدات وأدوات صناعية",22740,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22750,آليات النقل,22750,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_22760,أصول ثابتة مادية اخرى,22760,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_228,سلفات ودفعات على حساب شراء أصول ثابتة مادية,228,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25,الأصول الثابتة المالية,25,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_251,سندات مشاركة,251,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_252,ذمم مدينة مرتبطة بمشاركات,252,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25210,ذمم مدينة مرتبطة بمشاركات محلية,25210,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25220,ذمم مدينة مرتبطة بمشاركات أجنبية,25220,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_253,سندات أخرى مجمدة,253,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25310,"سندات ملكية ( أسھم، حصص شراكة)",25310,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25350,"سندات دين ( سندات، قسائم)",25350,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_255,قروض طويلة ومتوسطة اجل,255,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25510,قروض للشركاء,25510,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25520,قروض المستخدمين,25520,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_25580,قروض أخرى,25580,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_259,ذمم مدينة أخرى مجمدة,259,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27,فروقات تخمين أصول ثابتة,27,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_271,فروقات تخمين أصول ثابتة غر قابلة للإستھلاك,271,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27100,فروقات إعادة تخمين الخلو و الشھرة المدفوعة قمتھا,27100,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27110,فروقات إعادة تخمن الخلو و الشھرة الغير المدفوعة قيمتھا,27110,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27120,فروقات إعادة التخمين مصاريف التأسيس,27120,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27130,فروقات إعادة التخمين مصاريف البحوث والتطوير,27130,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27140,فروقات إعادة التخمين براءات الإختراع و الإجازات و العلامات,27140,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27150,فروقات إعادة التخمين سندات مشاركة,27150,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27151,فروقات إعادة التخمين ذمم مدينة مرتبطة بمشاركات محلية,27151,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27152,فروقات إعادة التخمين ذمم مدينة مرتبطة بمشاركات أجنبية,27152,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27153,"فروقات إعادة التخمين - سندات ملكية ( أسھم، حصص شراكة)",27153,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27154,"فروقات إعادة التخمين - سندات دين ( سندات، قسائم)",27154,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27155,فروقات إعادة التخمين قروض للشركاء,27155,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27156,فروقات إعادة التخمين قروض المستخدمين,27156,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27157,فروقات إعادة التخمين قروض أخرى,27157,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27159,فروقات إعادة التخمين ذمم مدينة أخرى مجمدة,27159,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27190,فروقات إعادة تخمين أصول ثابتة مادية أخرى,27190,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27220,فروقات إعادة تخمين الأراضي الفراغ,27220,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_275,فروقات تخمين أصول ثابتة قابلة للإستھلاك,275,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27500,فروقات إعادة التخمين الأراضي المبنية,27500,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27510,فروقات إعادة التخمين الأراضي برسم الإستثمار الجوفي,27510,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27525,فروقات إعادة التخمين آليات النقل,27525,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27531,فروقات إعادة التخمين الأبنية,27531,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27532,فروقات إعادة التخمين التجھيزات العامة إستصلاح وتنظيم الأبنية,27532,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27533,فروقات إعادة التخمين إنشاءات البنية التحتية,27533,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27534,فروقات إعادة التخمين إنشاءات على أراضي الغير,27534,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27540,فروقات إعادة التخمين إستصلاح وتنظيم الأراضي,27540,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27541,تجھيزات متخصصة,27541,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27542,تجھيزات ذات طبيعة خاصة,27542,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27543,المعدات الصناعية,27543,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27544,الأدوات الصناعية,27544,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27561,فروقات إعادة التخمين تجھيزات عامة إستصلاحات وتحسينات مختلفة,27561,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27562,فروقات إعادة التخمين أدوات مكتبية ومعلوماتية,27562,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27563,فروقات إعادة التخمين أثاث,27563,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27564,فروقات إعادة التخمين إستثمارات زراعية,27564,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27565,فروقات إعادة التخمين عبوات قابلة لإعادة الإستعمال,27565,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27569,فروقات إعادة التخمين أصول ثابتة مادية أخرى,27569,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27571,فروقات إعادة التخمين أصول ثابتة مادية قد الصنع,27571,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27573,فروقات إعادة التخمين الأبنية,27573,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27574,"فروقات إعادة التخمين تجھيزات فنية ، معدات وأدوات صناعية",27574,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27575,فروقات إعادة التخمين آليات النقل,27575,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_27576,فروقات إعادة التخمين أصول ثابتة مادية اخرى,27576,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28,إستھلاكات الأصول الثابتة,28,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_280,إستھلاكات المؤسسة التجارية ( الشھرة),280,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_281,إستھلاكات الأصول الثابتة غير المادية الأخرى,281,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28100,"المؤسسة التجارية المدفوعة قيمتھا ( الخلو، الشھرة)",28100,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28110,"المؤسسة التجارية الغير مدفوعة قيمتھا ( الخلو، الشھرة)",28110,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28120,مصاريف التأسيس,28120,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28130,مصاريف البحوث والتطوير,28130,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28140,براءات اختراع - اجازات والقيم المماثلة,28140,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28190,أصول ثابتة غير مادية أخرى,28190,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_282,إستھلاكات الأصول الثابتة المادية,282,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28210,الأراضي المبنية,28210,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28220,"أراضي برسم الإستثمار الجوفي ( مناجم، مقالع)",28220,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28231,الأبنية,28231,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28232,التجھيزات العامة وإستصلاح الأبنية,28232,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28233,إنشاءات البنية التحتية,28233,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28234,إنشاءات على أراضي الغير,28234,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28241,تجھيزات متخصصة,28241,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28242,تجھيزات ذات طبيعة خاصة,28242,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28243,المعدات الصناعية,28243,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28244,الأدوات الصناعية,28244,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28250,آليات النقل,28250,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28260,أصول ثابتة مادية اخرى,28260,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28261,"تجھزات عامة، ترميمات وتحسينات",28261,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28262,أدوات مكتبية ومعلوماتية,28262,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28263,أثاث ومفروشات,28263,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28264,إستثمارات زراعية,28264,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28265,عبوات قابلة لإعادة الإستعمال,28265,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
lb_28269,أصول ثابتة مادية اخرى,28269,asset_fixed,l10n_lb.lb_chart_template_standard,FALSE
